,TAEE11.SA,BBAS3.SA,ABEV3.SA,WEGE3.SA,RANI3.SA,GOGL34.SA,BERK34.SA,Capital,tx retorno
170,0.0,0.0,0.0,0.0,129400.77355902908,0.0,0.0,129400.77355902908,2.2796223806974325
171,0.0,0.0,0.0,0.0,128631.66472533254,0.0,0.0,128631.66472533254,-0.5943618515894755
172,0.0,0.0,0.0,0.0,131323.52803035997,0.0,0.0,131323.52803035997,2.092691026564397
173,0.0,0.0,0.0,0.0,130554.44268054407,0.0,0.0,130554.44268054407,-0.5856417059082464
174,0.0,0.0,0.0,0.0,125939.86013000675,0.0,0.0,125939.86013000675,-3.534603997987895
175,0.0,0.0,0.0,0.0,124209.35644773427,0.0,0.0,124209.35644773427,-1.374071465925164
176,0.0,0.0,0.0,0.0,122094.33944540466,0.0,0.0,122094.33944540466,-1.7027839631546415
177,0.0,0.0,0.0,0.0,117479.7686368077,0.0,0.0,117479.7686368077,-3.7795124897337273
178,0.0,0.0,0.0,0.0,119787.083395957,0.0,0.0,119787.083395957,1.964010302303576
179,0.0,0.0,0.0,0.0,120171.59671601412,0.0,0.0,120171.59671601412,0.3209973138640576
180,0.0,0.0,0.0,0.0,127093.49402570075,0.0,0.0,127093.49402570075,5.760011099831064
181,0.0,0.0,0.0,0.0,125747.57411512738,0.0,0.0,125747.57411512738,-1.0589998495919906
182,0.0,0.0,0.0,0.0,123824.80790185617,0.0,0.0,123824.80790185617,-1.5290682359492935
183,0.0,0.0,0.0,0.0,120940.68206583001,0.0,0.0,120940.68206583001,-2.3291987162315064
184,0.0,0.0,0.0,0.0,119210.22535131885,0.0,0.0,119210.22535131885,-1.4308309536151365
185,0.0,0.0,0.0,0.0,119979.33418501542,0.0,0.0,119979.33418501542,0.6451701868946058
186,0.0,0.0,0.0,0.0,121517.52836852786,0.0,0.0,121517.52836852786,1.2820492745362566
187,0.0,0.0,0.0,0.0,115364.71640865711,0.0,0.0,115364.71640865711,-5.06331229944953
188,0.0,0.0,0.0,0.0,117672.00768392577,0.0,0.0,117672.00768392577,1.9999973536930726
